frame.number	ip.src	tcp.srcport	ip.dst	tcp.dstport
1208	185.199.110.133	443	192.168.1.3	54082
1209	185.199.110.133	443	192.168.1.3	54082
1210	185.199.110.133	443	192.168.1.3	54082
1211	185.199.110.133	443	192.168.1.3	54082
1212	185.199.110.133	443	192.168.1.3	54082
1213	185.199.110.133	443	192.168.1.3	54082
1214	185.199.110.133	443	192.168.1.3	54082
1215	185.199.110.133	443	192.168.1.3	54082
1216	185.199.110.133	443	192.168.1.3	54082
1217	185.199.110.133	443	192.168.1.3	54082
1218	185.199.110.133	443	192.168.1.3	54082
1219	185.199.110.133	443	192.168.1.3	54082
1220	185.199.110.133	443	192.168.1.3	54082
1221	185.199.110.133	443	192.168.1.3	54082
1222	185.199.110.133	443	192.168.1.3	54082
1223	185.199.110.133	443	192.168.1.3	54082
1224	185.199.110.133	443	192.168.1.3	54082
1225	185.199.110.133	443	192.168.1.3	54082
1226	185.199.110.133	443	192.168.1.3	54082
1227	185.199.110.133	443	192.168.1.3	54082
1228	185.199.110.133	443	192.168.1.3	54082
1229	185.199.110.133	443	192.168.1.3	54082
1230	185.199.110.133	443	192.168.1.3	54082
1231	185.199.110.133	443	192.168.1.3	54082
1232	185.199.110.133	443	192.168.1.3	54082
1233	192.168.1.3	54082	185.199.110.133	443
1234	192.168.1.3	54082	185.199.110.133	443
1235	192.168.1.3	54082	185.199.110.133	443
1236	192.168.1.3	54082	185.199.110.133	443
1237	192.168.1.3	54082	185.199.110.133	443
1238	192.168.1.3	54082	185.199.110.133	443
1239	192.168.1.3	54082	185.199.110.133	443
1240	192.168.1.3	54082	185.199.110.133	443
1241	192.168.1.3	54082	185.199.110.133	443
1242	192.168.1.3	54082	185.199.110.133	443
1243	192.168.1.3	54082	185.199.110.133	443
1244	192.168.1.3	54082	185.199.110.133	443
1245	192.168.1.3	54082	185.199.110.133	443
1246	192.168.1.3	54082	185.199.110.133	443
1247	192.168.1.3	54082	185.199.110.133	443
1248	192.168.1.3	54082	185.199.110.133	443
1249	192.168.1.3	54082	185.199.110.133	443
1250	192.168.1.3	54082	185.199.110.133	443
1251	192.168.1.3	54082	185.199.110.133	443
1252	192.168.1.3	54082	185.199.110.133	443
1253	192.168.1.3	54082	185.199.110.133	443
1254	192.168.1.3	54082	185.199.110.133	443
1255	192.168.1.3	54082	185.199.110.133	443
1256	192.168.1.3	54082	185.199.110.133	443
1257	192.168.1.3	54082	185.199.110.133	443
1258	192.168.1.3	54082	185.199.110.133	443
1259	192.168.1.3	54082	185.199.110.133	443
1260	192.168.1.3	54082	185.199.110.133	443
1261	192.168.1.3	54082	185.199.110.133	443
1262	192.168.1.3	54082	185.199.110.133	443
1263	192.168.1.3	54082	185.199.110.133	443
1264	192.168.1.3	54082	185.199.110.133	443
1265	192.168.1.3	54082	185.199.110.133	443
1266	185.199.110.133	443	192.168.1.3	54082
1267	185.199.110.133	443	192.168.1.3	54082
1268	185.199.110.133	443	192.168.1.3	54082
1269	185.199.110.133	443	192.168.1.3	54082
1270	192.168.1.3	54082	185.199.110.133	443
1271	192.168.1.3	54082	185.199.110.133	443
1272	192.168.1.3	54082	185.199.110.133	443
1273	192.168.1.3	54082	185.199.110.133	443
1274	185.199.110.133	443	192.168.1.3	54082
1275	185.199.110.133	443	192.168.1.3	54082
1276	185.199.110.133	443	192.168.1.3	54082
1277	185.199.110.133	443	192.168.1.3	54082
1278	185.199.110.133	443	192.168.1.3	54082
1279	185.199.110.133	443	192.168.1.3	54082
1280	185.199.110.133	443	192.168.1.3	54082
1281	185.199.110.133	443	192.168.1.3	54082
1282	192.168.1.3	54082	185.199.110.133	443
1283	192.168.1.3	54082	185.199.110.133	443
1284	192.168.1.3	54082	185.199.110.133	443
1285	192.168.1.3	54082	185.199.110.133	443
1286	192.168.1.3	54082	185.199.110.133	443
1287	192.168.1.3	54082	185.199.110.133	443
1288	192.168.1.3	54082	185.199.110.133	443
1289	192.168.1.3	54082	185.199.110.133	443
1290	185.199.110.133	443	192.168.1.3	54082
1291	192.168.1.3	54082	185.199.110.133	443
1292	185.199.110.133	443	192.168.1.3	54082
1293	185.199.110.133	443	192.168.1.3	54082
1294	185.199.110.133	443	192.168.1.3	54082
1295	185.199.110.133	443	192.168.1.3	54082
1296	185.199.110.133	443	192.168.1.3	54082
1297	185.199.110.133	443	192.168.1.3	54082
1298	185.199.110.133	443	192.168.1.3	54082
1299	185.199.110.133	443	192.168.1.3	54082
1300	192.168.1.3	54082	185.199.110.133	443
1301	192.168.1.3	54082	185.199.110.133	443
1302	192.168.1.3	54082	185.199.110.133	443
1303	192.168.1.3	54082	185.199.110.133	443
1304	192.168.1.3	54082	185.199.110.133	443
1305	192.168.1.3	54082	185.199.110.133	443
1306	192.168.1.3	54082	185.199.110.133	443
1307	185.199.110.133	443	192.168.1.3	54082
1308	185.199.110.133	443	192.168.1.3	54082
1309	185.199.110.133	443	192.168.1.3	54082
1310	185.199.110.133	443	192.168.1.3	54082
1311	185.199.110.133	443	192.168.1.3	54082
1312	192.168.1.3	54082	185.199.110.133	443
1313	192.168.1.3	54082	185.199.110.133	443
1314	192.168.1.3	54082	185.199.110.133	443
1315	192.168.1.3	54082	185.199.110.133	443
1316	192.168.1.3	54082	185.199.110.133	443
1317	192.168.1.3	54082	185.199.110.133	443
1318	185.199.110.133	443	192.168.1.3	54082
1319	185.199.110.133	443	192.168.1.3	54082
1320	185.199.110.133	443	192.168.1.3	54082
1321	185.199.110.133	443	192.168.1.3	54082
1322	185.199.110.133	443	192.168.1.3	54082
1323	185.199.110.133	443	192.168.1.3	54082
1324	192.168.1.3	54082	185.199.110.133	443
1325	192.168.1.3	54082	185.199.110.133	443
1326	192.168.1.3	54082	185.199.110.133	443
1327	192.168.1.3	54082	185.199.110.133	443
1328	192.168.1.3	54082	185.199.110.133	443
1329	192.168.1.3	54082	185.199.110.133	443
1330	185.199.110.133	443	192.168.1.3	54082
1331	185.199.110.133	443	192.168.1.3	54082
1332	185.199.110.133	443	192.168.1.3	54082
1333	192.168.1.3	54082	185.199.110.133	443
1334	192.168.1.3	54082	185.199.110.133	443
1335	192.168.1.3	54082	185.199.110.133	443
1336	185.199.110.133	443	192.168.1.3	54082
1337	185.199.110.133	443	192.168.1.3	54082
1338	185.199.110.133	443	192.168.1.3	54082
1339	185.199.110.133	443	192.168.1.3	54082
1340	185.199.110.133	443	192.168.1.3	54082
1341	185.199.110.133	443	192.168.1.3	54082
1342	192.168.1.3	54082	185.199.110.133	443
1343	192.168.1.3	54082	185.199.110.133	443
1344	192.168.1.3	54082	185.199.110.133	443
1345	192.168.1.3	54082	185.199.110.133	443
1346	192.168.1.3	54082	185.199.110.133	443
1347	192.168.1.3	54082	185.199.110.133	443
1348	185.199.110.133	443	192.168.1.3	54082
1349	185.199.110.133	443	192.168.1.3	54082
1350	185.199.110.133	443	192.168.1.3	54082
1351	192.168.1.3	54082	185.199.110.133	443
1352	192.168.1.3	54082	185.199.110.133	443
1353	192.168.1.3	54082	185.199.110.133	443
1354	185.199.110.133	443	192.168.1.3	54082
1355	185.199.110.133	443	192.168.1.3	54082
1356	185.199.110.133	443	192.168.1.3	54082
1357	185.199.110.133	443	192.168.1.3	54082
1358	185.199.110.133	443	192.168.1.3	54082
1359	185.199.110.133	443	192.168.1.3	54082
1360	185.199.110.133	443	192.168.1.3	54082
1361	192.168.1.3	54082	185.199.110.133	443
1362	192.168.1.3	54082	185.199.110.133	443
1363	192.168.1.3	54082	185.199.110.133	443
1364	192.168.1.3	54082	185.199.110.133	443
1365	192.168.1.3	54082	185.199.110.133	443
1366	192.168.1.3	54082	185.199.110.133	443
1367	192.168.1.3	54082	185.199.110.133	443
1368	185.199.110.133	443	192.168.1.3	54082
1369	185.199.110.133	443	192.168.1.3	54082
1370	185.199.110.133	443	192.168.1.3	54082
1371	185.199.110.133	443	192.168.1.3	54082
1372	185.199.110.133	443	192.168.1.3	54082
1373	185.199.110.133	443	192.168.1.3	54082
1374	192.168.1.3	54082	185.199.110.133	443
1375	192.168.1.3	54082	185.199.110.133	443
1376	192.168.1.3	54082	185.199.110.133	443
1377	192.168.1.3	54082	185.199.110.133	443
1378	192.168.1.3	54082	185.199.110.133	443
1379	192.168.1.3	54082	185.199.110.133	443
1380	185.199.110.133	443	192.168.1.3	54082
1381	185.199.110.133	443	192.168.1.3	54082
1382	185.199.110.133	443	192.168.1.3	54082
1383	192.168.1.3	54082	185.199.110.133	443
1384	192.168.1.3	54082	185.199.110.133	443
1385	192.168.1.3	54082	185.199.110.133	443
1386	185.199.110.133	443	192.168.1.3	54082
1387	185.199.110.133	443	192.168.1.3	54082
1388	185.199.110.133	443	192.168.1.3	54082
1389	192.168.1.3	54082	185.199.110.133	443
1390	192.168.1.3	54082	185.199.110.133	443
1391	192.168.1.3	54082	185.199.110.133	443
1392	185.199.110.133	443	192.168.1.3	54082
1393	185.199.110.133	443	192.168.1.3	54082
1394	192.168.1.3	54082	185.199.110.133	443
1395	192.168.1.3	54082	185.199.110.133	443
1396	185.199.110.133	443	192.168.1.3	54082
1397	185.199.110.133	443	192.168.1.3	54082
1398	192.168.1.3	54082	185.199.110.133	443
1399	192.168.1.3	54082	185.199.110.133	443
1400	185.199.110.133	443	192.168.1.3	54082
1401	185.199.110.133	443	192.168.1.3	54082
1402	185.199.110.133	443	192.168.1.3	54082
1403	185.199.110.133	443	192.168.1.3	54082
1404	185.199.110.133	443	192.168.1.3	54082
1405	192.168.1.3	54082	185.199.110.133	443
1406	192.168.1.3	54082	185.199.110.133	443
1407	192.168.1.3	54082	185.199.110.133	443
1408	192.168.1.3	54082	185.199.110.133	443
1409	192.168.1.3	54082	185.199.110.133	443
1410	185.199.110.133	443	192.168.1.3	54082
1411	185.199.110.133	443	192.168.1.3	54082
1412	192.168.1.3	54082	185.199.110.133	443
1413	192.168.1.3	54082	185.199.110.133	443
1414	185.199.110.133	443	192.168.1.3	54082
1415	185.199.110.133	443	192.168.1.3	54082
1416	185.199.110.133	443	192.168.1.3	54082
1417	185.199.110.133	443	192.168.1.3	54082
1418	185.199.110.133	443	192.168.1.3	54082
1419	185.199.110.133	443	192.168.1.3	54082
1420	185.199.110.133	443	192.168.1.3	54082
1421	185.199.110.133	443	192.168.1.3	54082
1422	185.199.110.133	443	192.168.1.3	54082
1423	192.168.1.3	54082	185.199.110.133	443
1424	192.168.1.3	54082	185.199.110.133	443
1425	192.168.1.3	54082	185.199.110.133	443
1426	192.168.1.3	54082	185.199.110.133	443
1427	192.168.1.3	54082	185.199.110.133	443
1428	185.199.110.133	443	192.168.1.3	54082
1429	185.199.110.133	443	192.168.1.3	54082
1430	192.168.1.3	54082	185.199.110.133	443
1431	192.168.1.3	54082	185.199.110.133	443
1432	192.168.1.3	54082	185.199.110.133	443
1433	192.168.1.3	54082	185.199.110.133	443
1434	192.168.1.3	54082	185.199.110.133	443
1435	185.199.110.133	443	192.168.1.3	54082
1436	185.199.110.133	443	192.168.1.3	54082
1437	192.168.1.3	54082	185.199.110.133	443
1438	192.168.1.3	54082	185.199.110.133	443
1439	185.199.110.133	443	192.168.1.3	54082
1440	185.199.110.133	443	192.168.1.3	54082
1441	185.199.110.133	443	192.168.1.3	54082
1442	185.199.110.133	443	192.168.1.3	54082
1443	185.199.110.133	443	192.168.1.3	54082
1444	192.168.1.3	54082	185.199.110.133	443
1445	192.168.1.3	54082	185.199.110.133	443
1446	192.168.1.3	54082	185.199.110.133	443
1447	192.168.1.3	54082	185.199.110.133	443
1448	192.168.1.3	54082	185.199.110.133	443
1449	185.199.110.133	443	192.168.1.3	54082
1450	185.199.110.133	443	192.168.1.3	54082
1451	192.168.1.3	54082	185.199.110.133	443
1452	192.168.1.3	54082	185.199.110.133	443
1453	185.199.110.133	443	192.168.1.3	54082
1454	192.168.1.3	54082	185.199.110.133	443
1455	185.199.110.133	443	192.168.1.3	54082
1456	185.199.110.133	443	192.168.1.3	54082
1457	185.199.110.133	443	192.168.1.3	54082
1458	192.168.1.3	54082	185.199.110.133	443
1459	192.168.1.3	54082	185.199.110.133	443
1460	192.168.1.3	54082	185.199.110.133	443
1461	185.199.110.133	443	192.168.1.3	54082
1462	192.168.1.3	54082	185.199.110.133	443
1463	185.199.110.133	443	192.168.1.3	54082
1464	185.199.110.133	443	192.168.1.3	54082
1465	185.199.110.133	443	192.168.1.3	54082
1466	185.199.110.133	443	192.168.1.3	54082
1467	185.199.110.133	443	192.168.1.3	54082
1468	185.199.110.133	443	192.168.1.3	54082
1469	185.199.110.133	443	192.168.1.3	54082
1470	185.199.110.133	443	192.168.1.3	54082
1471	192.168.1.3	54082	185.199.110.133	443
1472	192.168.1.3	54082	185.199.110.133	443
1473	192.168.1.3	54082	185.199.110.133	443
1474	192.168.1.3	54082	185.199.110.133	443
1475	192.168.1.3	54082	185.199.110.133	443
1476	192.168.1.3	54082	185.199.110.133	443
1477	192.168.1.3	54082	185.199.110.133	443
1478	192.168.1.3	54082	185.199.110.133	443
1479	185.199.110.133	443	192.168.1.3	54082
1480	185.199.110.133	443	192.168.1.3	54082
1481	192.168.1.3	54082	185.199.110.133	443
1482	192.168.1.3	54082	185.199.110.133	443
1483	185.199.110.133	443	192.168.1.3	54082
1484	185.199.110.133	443	192.168.1.3	54082
1485	185.199.110.133	443	192.168.1.3	54082
1486	185.199.110.133	443	192.168.1.3	54082
1487	185.199.110.133	443	192.168.1.3	54082
1488	185.199.110.133	443	192.168.1.3	54082
1489	185.199.110.133	443	192.168.1.3	54082
1490	185.199.110.133	443	192.168.1.3	54082
1491	192.168.1.3	54082	185.199.110.133	443
1492	192.168.1.3	54082	185.199.110.133	443
1493	192.168.1.3	54082	185.199.110.133	443
1494	192.168.1.3	54082	185.199.110.133	443
1495	192.168.1.3	54082	185.199.110.133	443
1496	192.168.1.3	54082	185.199.110.133	443
1497	192.168.1.3	54082	185.199.110.133	443
1498	192.168.1.3	54082	185.199.110.133	443
1499	185.199.110.133	443	192.168.1.3	54082
1500	185.199.110.133	443	192.168.1.3	54082
1501	185.199.110.133	443	192.168.1.3	54082
1502	185.199.110.133	443	192.168.1.3	54082
1503	185.199.110.133	443	192.168.1.3	54082
1504	192.168.1.3	54082	185.199.110.133	443
1505	192.168.1.3	54082	185.199.110.133	443
1506	192.168.1.3	54082	185.199.110.133	443
1507	192.168.1.3	54082	185.199.110.133	443
1508	192.168.1.3	54082	185.199.110.133	443
1509	185.199.110.133	443	192.168.1.3	54082
1510	185.199.110.133	443	192.168.1.3	54082
1511	185.199.110.133	443	192.168.1.3	54082
1512	192.168.1.3	54082	185.199.110.133	443
1513	192.168.1.3	54082	185.199.110.133	443
1514	192.168.1.3	54082	185.199.110.133	443
1515	185.199.110.133	443	192.168.1.3	54082
1516	192.168.1.3	54082	185.199.110.133	443
1517	185.199.110.133	443	192.168.1.3	54082
1518	185.199.110.133	443	192.168.1.3	54082
1519	192.168.1.3	54082	185.199.110.133	443
1520	192.168.1.3	54082	185.199.110.133	443
1521	185.199.110.133	443	192.168.1.3	54082
1522	185.199.110.133	443	192.168.1.3	54082
1523	185.199.110.133	443	192.168.1.3	54082
1524	185.199.110.133	443	192.168.1.3	54082
1525	185.199.110.133	443	192.168.1.3	54082
1526	185.199.110.133	443	192.168.1.3	54082
1527	185.199.110.133	443	192.168.1.3	54082
1528	185.199.110.133	443	192.168.1.3	54082
1529	185.199.110.133	443	192.168.1.3	54082
1530	192.168.1.3	54082	185.199.110.133	443
1531	192.168.1.3	54082	185.199.110.133	443
1532	192.168.1.3	54082	185.199.110.133	443
1533	192.168.1.3	54082	185.199.110.133	443
1534	192.168.1.3	54082	185.199.110.133	443
1535	192.168.1.3	54082	185.199.110.133	443
1536	192.168.1.3	54082	185.199.110.133	443
1537	192.168.1.3	54082	185.199.110.133	443
1538	192.168.1.3	54082	185.199.110.133	443
1539	185.199.110.133	443	192.168.1.3	54082
1540	185.199.110.133	443	192.168.1.3	54082
1541	192.168.1.3	54082	185.199.110.133	443
1542	192.168.1.3	54082	185.199.110.133	443
1543	185.199.110.133	443	192.168.1.3	54082
1544	185.199.110.133	443	192.168.1.3	54082
1545	185.199.110.133	443	192.168.1.3	54082
1546	185.199.110.133	443	192.168.1.3	54082
1547	185.199.110.133	443	192.168.1.3	54082
1548	192.168.1.3	54082	185.199.110.133	443
1549	192.168.1.3	54082	185.199.110.133	443
1550	192.168.1.3	54082	185.199.110.133	443
1551	192.168.1.3	54082	185.199.110.133	443
1552	192.168.1.3	54082	185.199.110.133	443
1553	185.199.110.133	443	192.168.1.3	54082
1554	192.168.1.3	54082	185.199.110.133	443
1555	185.199.110.133	443	192.168.1.3	54082
1556	185.199.110.133	443	192.168.1.3	54082
1557	185.199.110.133	443	192.168.1.3	54082
1558	192.168.1.3	54082	185.199.110.133	443
1559	192.168.1.3	54082	185.199.110.133	443
1560	185.199.110.133	443	192.168.1.3	54082
1561	185.199.110.133	443	192.168.1.3	54082
1562	185.199.110.133	443	192.168.1.3	54082
1563	185.199.110.133	443	192.168.1.3	54082
1564	185.199.110.133	443	192.168.1.3	54082
1565	185.199.110.133	443	192.168.1.3	54082
1566	185.199.110.133	443	192.168.1.3	54082
1567	185.199.110.133	443	192.168.1.3	54082
1568	185.199.110.133	443	192.168.1.3	54082
1569	185.199.110.133	443	192.168.1.3	54082
1570	192.168.1.3	54082	185.199.110.133	443
1571	192.168.1.3	54082	185.199.110.133	443
1572	192.168.1.3	54082	185.199.110.133	443
1573	185.199.110.133	443	192.168.1.3	54082
1574	185.199.110.133	443	192.168.1.3	54082
1575	192.168.1.3	54082	185.199.110.133	443
1576	185.199.110.133	443	192.168.1.3	54082
1577	185.199.110.133	443	192.168.1.3	54082
1578	185.199.110.133	443	192.168.1.3	54082
1579	192.168.1.3	54082	185.199.110.133	443
1580	192.168.1.3	54082	185.199.110.133	443
1581	185.199.110.133	443	192.168.1.3	54082
1582	185.199.110.133	443	192.168.1.3	54082
1583	185.199.110.133	443	192.168.1.3	54082
1584	192.168.1.3	54082	185.199.110.133	443
1585	185.199.110.133	443	192.168.1.3	54082
1586	185.199.110.133	443	192.168.1.3	54082
1587	185.199.110.133	443	192.168.1.3	54082
1588	185.199.110.133	443	192.168.1.3	54082
1589	185.199.110.133	443	192.168.1.3	54082
1590	185.199.110.133	443	192.168.1.3	54082
1591	185.199.110.133	443	192.168.1.3	54082
1592	185.199.110.133	443	192.168.1.3	54082
1593	185.199.110.133	443	192.168.1.3	54082
1594	185.199.110.133	443	192.168.1.3	54082
1595	185.199.110.133	443	192.168.1.3	54082
1596	185.199.110.133	443	192.168.1.3	54082
1597	192.168.1.3	54082	185.199.110.133	443
1598	192.168.1.3	54082	185.199.110.133	443
1599	192.168.1.3	54082	185.199.110.133	443
1600	192.168.1.3	54082	185.199.110.133	443
1601	185.199.110.133	443	192.168.1.3	54082
1602	185.199.110.133	443	192.168.1.3	54082
1603	185.199.110.133	443	192.168.1.3	54082
1604	185.199.110.133	443	192.168.1.3	54082
1605	192.168.1.3	54082	185.199.110.133	443
1606	192.168.1.3	54082	185.199.110.133	443
1607	185.199.110.133	443	192.168.1.3	54082
1608	185.199.110.133	443	192.168.1.3	54082
1609	185.199.110.133	443	192.168.1.3	54082
1610	192.168.1.3	54082	185.199.110.133	443
1611	185.199.110.133	443	192.168.1.3	54082
1612	185.199.110.133	443	192.168.1.3	54082
1613	185.199.110.133	443	192.168.1.3	54082
1614	185.199.110.133	443	192.168.1.3	54082
1615	185.199.110.133	443	192.168.1.3	54082
1616	185.199.110.133	443	192.168.1.3	54082
1617	185.199.110.133	443	192.168.1.3	54082
1618	192.168.1.3	54082	185.199.110.133	443
1619	192.168.1.3	54082	185.199.110.133	443
1620	185.199.110.133	443	192.168.1.3	54082
1621	185.199.110.133	443	192.168.1.3	54082
1622	185.199.110.133	443	192.168.1.3	54082
1623	185.199.110.133	443	192.168.1.3	54082
1624	185.199.110.133	443	192.168.1.3	54082
1625	185.199.110.133	443	192.168.1.3	54082
1626	192.168.1.3	54082	185.199.110.133	443
1627	192.168.1.3	54082	185.199.110.133	443
1628	185.199.110.133	443	192.168.1.3	54082
1629	185.199.110.133	443	192.168.1.3	54082
1630	185.199.110.133	443	192.168.1.3	54082
1631	185.199.110.133	443	192.168.1.3	54082
1632	192.168.1.3	54082	185.199.110.133	443
1633	192.168.1.3	54082	185.199.110.133	443
1634	185.199.110.133	443	192.168.1.3	54082
1635	185.199.110.133	443	192.168.1.3	54082
1636	185.199.110.133	443	192.168.1.3	54082
1637	185.199.110.133	443	192.168.1.3	54082
1638	185.199.110.133	443	192.168.1.3	54082
1639	185.199.110.133	443	192.168.1.3	54082
1640	192.168.1.3	54082	185.199.110.133	443
1641	192.168.1.3	54082	185.199.110.133	443
1642	185.199.110.133	443	192.168.1.3	54082
1643	185.199.110.133	443	192.168.1.3	54082
1644	192.168.1.3	54082	185.199.110.133	443
1645	185.199.110.133	443	192.168.1.3	54082
1646	185.199.110.133	443	192.168.1.3	54082
1647	185.199.110.133	443	192.168.1.3	54082
1648	185.199.110.133	443	192.168.1.3	54082
1649	185.199.110.133	443	192.168.1.3	54082
1650	185.199.110.133	443	192.168.1.3	54082
1651	185.199.110.133	443	192.168.1.3	54082
1652	185.199.110.133	443	192.168.1.3	54082
1653	185.199.110.133	443	192.168.1.3	54082
1654	185.199.110.133	443	192.168.1.3	54082
1655	192.168.1.3	54082	185.199.110.133	443
1656	192.168.1.3	54082	185.199.110.133	443
1657	192.168.1.3	54082	185.199.110.133	443
1658	185.199.110.133	443	192.168.1.3	54082
1659	185.199.110.133	443	192.168.1.3	54082
1660	192.168.1.3	54082	185.199.110.133	443
1661	185.199.110.133	443	192.168.1.3	54082
1662	185.199.110.133	443	192.168.1.3	54082
1663	192.168.1.3	54082	185.199.110.133	443
1664	185.199.110.133	443	192.168.1.3	54082
1665	185.199.110.133	443	192.168.1.3	54082
1666	192.168.1.3	54082	185.199.110.133	443
1667	185.199.110.133	443	192.168.1.3	54082
1668	185.199.110.133	443	192.168.1.3	54082
1669	185.199.110.133	443	192.168.1.3	54082
1670	185.199.110.133	443	192.168.1.3	54082
1671	185.199.110.133	443	192.168.1.3	54082
1672	185.199.110.133	443	192.168.1.3	54082
1673	192.168.1.3	54082	185.199.110.133	443
1674	192.168.1.3	54082	185.199.110.133	443
1675	192.168.1.3	54082	185.199.110.133	443
1676	192.168.1.3	54082	185.199.110.133	443
1677	185.199.110.133	443	192.168.1.3	54082
1678	185.199.110.133	443	192.168.1.3	54082
1679	185.199.110.133	443	192.168.1.3	54082
1680	185.199.110.133	443	192.168.1.3	54082
1681	185.199.110.133	443	192.168.1.3	54082
1682	185.199.110.133	443	192.168.1.3	54082
1683	185.199.110.133	443	192.168.1.3	54082
1684	185.199.110.133	443	192.168.1.3	54082
1685	185.199.110.133	443	192.168.1.3	54082
1686	185.199.110.133	443	192.168.1.3	54082
1687	185.199.110.133	443	192.168.1.3	54082
1688	185.199.110.133	443	192.168.1.3	54082
1689	185.199.110.133	443	192.168.1.3	54082
1690	185.199.110.133	443	192.168.1.3	54082
1691	185.199.110.133	443	192.168.1.3	54082
1692	185.199.110.133	443	192.168.1.3	54082
1693	185.199.110.133	443	192.168.1.3	54082
1694	185.199.110.133	443	192.168.1.3	54082
1695	185.199.110.133	443	192.168.1.3	54082
1696	185.199.110.133	443	192.168.1.3	54082
1697	185.199.110.133	443	192.168.1.3	54082
1698	185.199.110.133	443	192.168.1.3	54082
1699	185.199.110.133	443	192.168.1.3	54082
1700	185.199.110.133	443	192.168.1.3	54082
1701	185.199.110.133	443	192.168.1.3	54082
1702	185.199.110.133	443	192.168.1.3	54082
1703	185.199.110.133	443	192.168.1.3	54082
1704	185.199.110.133	443	192.168.1.3	54082
1705	185.199.110.133	443	192.168.1.3	54082
1706	185.199.110.133	443	192.168.1.3	54082
1707	192.168.1.3	54082	185.199.110.133	443
1708	192.168.1.3	54082	185.199.110.133	443
1709	185.199.110.133	443	192.168.1.3	54082
1710	185.199.110.133	443	192.168.1.3	54082
1711	192.168.1.3	54082	185.199.110.133	443
1712	185.199.110.133	443	192.168.1.3	54082
1713	185.199.110.133	443	192.168.1.3	54082
1714	192.168.1.3	54082	185.199.110.133	443
1715	185.199.110.133	443	192.168.1.3	54082
1716	185.199.110.133	443	192.168.1.3	54082
1717	192.168.1.3	54082	185.199.110.133	443
1718	185.199.110.133	443	192.168.1.3	54082
1719	185.199.110.133	443	192.168.1.3	54082
1720	192.168.1.3	54082	185.199.110.133	443
1721	185.199.110.133	443	192.168.1.3	54082
1722	185.199.110.133	443	192.168.1.3	54082
1723	185.199.110.133	443	192.168.1.3	54082
1724	185.199.110.133	443	192.168.1.3	54082
1725	185.199.110.133	443	192.168.1.3	54082
1726	185.199.110.133	443	192.168.1.3	54082
1727	185.199.110.133	443	192.168.1.3	54082
1728	185.199.110.133	443	192.168.1.3	54082
1729	192.168.1.3	54082	185.199.110.133	443
1730	185.199.110.133	443	192.168.1.3	54082
1731	185.199.110.133	443	192.168.1.3	54082
1732	185.199.110.133	443	192.168.1.3	54082
1733	185.199.110.133	443	192.168.1.3	54082
1734	185.199.110.133	443	192.168.1.3	54082
1735	185.199.110.133	443	192.168.1.3	54082
1736	185.199.110.133	443	192.168.1.3	54082
1737	185.199.110.133	443	192.168.1.3	54082
1738	185.199.110.133	443	192.168.1.3	54082
1739	192.168.1.3	54082	185.199.110.133	443
1740	185.199.110.133	443	192.168.1.3	54082
1741	185.199.110.133	443	192.168.1.3	54082
1742	185.199.110.133	443	192.168.1.3	54082
1743	185.199.110.133	443	192.168.1.3	54082
1744	185.199.110.133	443	192.168.1.3	54082
1745	185.199.110.133	443	192.168.1.3	54082
1746	192.168.1.3	54082	185.199.110.133	443
1747	185.199.110.133	443	192.168.1.3	54082
1748	185.199.110.133	443	192.168.1.3	54082
1749	185.199.110.133	443	192.168.1.3	54082
1750	185.199.110.133	443	192.168.1.3	54082
1751	185.199.110.133	443	192.168.1.3	54082
1752	185.199.110.133	443	192.168.1.3	54082
1753	185.199.110.133	443	192.168.1.3	54082
1754	185.199.110.133	443	192.168.1.3	54082
1755	192.168.1.3	54082	185.199.110.133	443
1756	192.168.1.3	54082	185.199.110.133	443
1757	185.199.110.133	443	192.168.1.3	54082
1758	185.199.110.133	443	192.168.1.3	54082
1759	185.199.110.133	443	192.168.1.3	54082
1760	192.168.1.3	54082	185.199.110.133	443
1761	185.199.110.133	443	192.168.1.3	54082
1762	185.199.110.133	443	192.168.1.3	54082
1763	192.168.1.3	54082	185.199.110.133	443
1764	185.199.110.133	443	192.168.1.3	54082
1765	185.199.110.133	443	192.168.1.3	54082
1766	185.199.110.133	443	192.168.1.3	54082
1767	185.199.110.133	443	192.168.1.3	54082
1768	192.168.1.3	54082	185.199.110.133	443
1769	185.199.110.133	443	192.168.1.3	54082
1770	185.199.110.133	443	192.168.1.3	54082
1771	185.199.110.133	443	192.168.1.3	54082
1772	185.199.110.133	443	192.168.1.3	54082
1773	185.199.110.133	443	192.168.1.3	54082
1774	185.199.110.133	443	192.168.1.3	54082
1775	185.199.110.133	443	192.168.1.3	54082
1776	185.199.110.133	443	192.168.1.3	54082
1777	185.199.110.133	443	192.168.1.3	54082
1778	192.168.1.3	54082	185.199.110.133	443
1779	192.168.1.3	54082	185.199.110.133	443
1780	192.168.1.3	54082	185.199.110.133	443
1781	185.199.110.133	443	192.168.1.3	54082
1782	185.199.110.133	443	192.168.1.3	54082
1783	185.199.110.133	443	192.168.1.3	54082
1784	185.199.110.133	443	192.168.1.3	54082
1785	185.199.110.133	443	192.168.1.3	54082
1786	185.199.110.133	443	192.168.1.3	54082
1787	185.199.110.133	443	192.168.1.3	54082
1788	192.168.1.3	54082	185.199.110.133	443
1789	192.168.1.3	54082	185.199.110.133	443
