frame.number	ip.src	tcp.srcport	ip.dst	tcp.dstport
610	185.199.110.133	443	192.168.1.3	54082
611	185.199.110.133	443	192.168.1.3	54082
612	185.199.110.133	443	192.168.1.3	54082
613	185.199.110.133	443	192.168.1.3	54082
614	185.199.110.133	443	192.168.1.3	54082
615	185.199.110.133	443	192.168.1.3	54082
616	185.199.110.133	443	192.168.1.3	54082
617	185.199.110.133	443	192.168.1.3	54082
618	185.199.110.133	443	192.168.1.3	54082
619	185.199.110.133	443	192.168.1.3	54082
620	185.199.110.133	443	192.168.1.3	54082
621	185.199.110.133	443	192.168.1.3	54082
622	185.199.110.133	443	192.168.1.3	54082
623	185.199.110.133	443	192.168.1.3	54082
624	185.199.110.133	443	192.168.1.3	54082
625	185.199.110.133	443	192.168.1.3	54082
626	185.199.110.133	443	192.168.1.3	54082
627	185.199.110.133	443	192.168.1.3	54082
628	185.199.110.133	443	192.168.1.3	54082
629	185.199.110.133	443	192.168.1.3	54082
630	185.199.110.133	443	192.168.1.3	54082
631	185.199.110.133	443	192.168.1.3	54082
632	192.168.1.3	54082	185.199.110.133	443
633	192.168.1.3	54082	185.199.110.133	443
634	192.168.1.3	54082	185.199.110.133	443
635	192.168.1.3	54082	185.199.110.133	443
636	192.168.1.3	54082	185.199.110.133	443
637	192.168.1.3	54082	185.199.110.133	443
638	192.168.1.3	54082	185.199.110.133	443
639	192.168.1.3	54082	185.199.110.133	443
640	192.168.1.3	54082	185.199.110.133	443
641	192.168.1.3	54082	185.199.110.133	443
642	192.168.1.3	54082	185.199.110.133	443
643	192.168.1.3	54082	185.199.110.133	443
644	192.168.1.3	54082	185.199.110.133	443
645	192.168.1.3	54082	185.199.110.133	443
646	192.168.1.3	54082	185.199.110.133	443
647	192.168.1.3	54082	185.199.110.133	443
648	192.168.1.3	54082	185.199.110.133	443
649	192.168.1.3	54082	185.199.110.133	443
650	192.168.1.3	54082	185.199.110.133	443
651	192.168.1.3	54082	185.199.110.133	443
652	192.168.1.3	54082	185.199.110.133	443
653	192.168.1.3	54082	185.199.110.133	443
654	192.168.1.3	54082	185.199.110.133	443
655	192.168.1.3	54082	185.199.110.133	443
656	192.168.1.3	54082	185.199.110.133	443
657	192.168.1.3	54082	185.199.110.133	443
658	192.168.1.3	54082	185.199.110.133	443
659	192.168.1.3	54082	185.199.110.133	443
660	192.168.1.3	54082	185.199.110.133	443
661	192.168.1.3	54082	185.199.110.133	443
662	192.168.1.3	54082	185.199.110.133	443
663	185.199.110.133	443	192.168.1.3	54082
664	192.168.1.3	54082	185.199.110.133	443
665	185.199.110.133	443	192.168.1.3	54082
666	185.199.110.133	443	192.168.1.3	54082
667	192.168.1.3	54082	185.199.110.133	443
668	185.199.110.133	443	192.168.1.3	54082
669	185.199.110.133	443	192.168.1.3	54082
670	185.199.110.133	443	192.168.1.3	54082
671	185.199.110.133	443	192.168.1.3	54082
672	185.199.110.133	443	192.168.1.3	54082
673	185.199.110.133	443	192.168.1.3	54082
674	185.199.110.133	443	192.168.1.3	54082
675	185.199.110.133	443	192.168.1.3	54082
676	185.199.110.133	443	192.168.1.3	54082
677	185.199.110.133	443	192.168.1.3	54082
678	185.199.110.133	443	192.168.1.3	54082
679	185.199.110.133	443	192.168.1.3	54082
680	185.199.110.133	443	192.168.1.3	54082
681	185.199.110.133	443	192.168.1.3	54082
682	192.168.1.3	54082	185.199.110.133	443
683	185.199.110.133	443	192.168.1.3	54082
684	185.199.110.133	443	192.168.1.3	54082
685	185.199.110.133	443	192.168.1.3	54082
686	192.168.1.3	54082	185.199.110.133	443
687	185.199.110.133	443	192.168.1.3	54082
688	185.199.110.133	443	192.168.1.3	54082
689	185.199.110.133	443	192.168.1.3	54082
690	185.199.110.133	443	192.168.1.3	54082
691	185.199.110.133	443	192.168.1.3	54082
692	185.199.110.133	443	192.168.1.3	54082
693	185.199.110.133	443	192.168.1.3	54082
694	192.168.1.3	54082	185.199.110.133	443
695	185.199.110.133	443	192.168.1.3	54082
696	185.199.110.133	443	192.168.1.3	54082
697	185.199.110.133	443	192.168.1.3	54082
698	185.199.110.133	443	192.168.1.3	54082
699	185.199.110.133	443	192.168.1.3	54082
700	185.199.110.133	443	192.168.1.3	54082
701	185.199.110.133	443	192.168.1.3	54082
702	185.199.110.133	443	192.168.1.3	54082
703	185.199.110.133	443	192.168.1.3	54082
704	185.199.110.133	443	192.168.1.3	54082
705	185.199.110.133	443	192.168.1.3	54082
706	192.168.1.3	54082	185.199.110.133	443
707	185.199.110.133	443	192.168.1.3	54082
708	185.199.110.133	443	192.168.1.3	54082
709	185.199.110.133	443	192.168.1.3	54082
710	185.199.110.133	443	192.168.1.3	54082
711	192.168.1.3	54082	185.199.110.133	443
712	185.199.110.133	443	192.168.1.3	54082
713	185.199.110.133	443	192.168.1.3	54082
714	185.199.110.133	443	192.168.1.3	54082
715	185.199.110.133	443	192.168.1.3	54082
716	185.199.110.133	443	192.168.1.3	54082
717	185.199.110.133	443	192.168.1.3	54082
718	185.199.110.133	443	192.168.1.3	54082
719	185.199.110.133	443	192.168.1.3	54082
720	192.168.1.3	54082	185.199.110.133	443
721	185.199.110.133	443	192.168.1.3	54082
722	185.199.110.133	443	192.168.1.3	54082
723	185.199.110.133	443	192.168.1.3	54082
724	185.199.110.133	443	192.168.1.3	54082
725	185.199.110.133	443	192.168.1.3	54082
726	185.199.110.133	443	192.168.1.3	54082
727	192.168.1.3	54082	185.199.110.133	443
728	185.199.110.133	443	192.168.1.3	54082
729	192.168.1.3	54082	185.199.110.133	443
730	185.199.110.133	443	192.168.1.3	54082
731	185.199.110.133	443	192.168.1.3	54082
732	185.199.110.133	443	192.168.1.3	54082
733	185.199.110.133	443	192.168.1.3	54082
734	185.199.110.133	443	192.168.1.3	54082
735	185.199.110.133	443	192.168.1.3	54082
736	185.199.110.133	443	192.168.1.3	54082
737	185.199.110.133	443	192.168.1.3	54082
738	185.199.110.133	443	192.168.1.3	54082
739	185.199.110.133	443	192.168.1.3	54082
740	192.168.1.3	54082	185.199.110.133	443
741	192.168.1.3	54082	185.199.110.133	443
742	185.199.110.133	443	192.168.1.3	54082
743	185.199.110.133	443	192.168.1.3	54082
744	185.199.110.133	443	192.168.1.3	54082
745	192.168.1.3	54082	185.199.110.133	443
746	185.199.110.133	443	192.168.1.3	54082
747	185.199.110.133	443	192.168.1.3	54082
748	185.199.110.133	443	192.168.1.3	54082
749	185.199.110.133	443	192.168.1.3	54082
750	185.199.110.133	443	192.168.1.3	54082
751	185.199.110.133	443	192.168.1.3	54082
752	185.199.110.133	443	192.168.1.3	54082
753	192.168.1.3	54082	185.199.110.133	443
754	185.199.110.133	443	192.168.1.3	54082
755	185.199.110.133	443	192.168.1.3	54082
756	185.199.110.133	443	192.168.1.3	54082
757	192.168.1.3	54082	185.199.110.133	443
758	185.199.110.133	443	192.168.1.3	54082
759	185.199.110.133	443	192.168.1.3	54082
760	185.199.110.133	443	192.168.1.3	54082
761	185.199.110.133	443	192.168.1.3	54082
762	185.199.110.133	443	192.168.1.3	54082
763	185.199.110.133	443	192.168.1.3	54082
764	185.199.110.133	443	192.168.1.3	54082
765	185.199.110.133	443	192.168.1.3	54082
766	185.199.110.133	443	192.168.1.3	54082
767	192.168.1.3	54082	185.199.110.133	443
768	185.199.110.133	443	192.168.1.3	54082
769	185.199.110.133	443	192.168.1.3	54082
770	185.199.110.133	443	192.168.1.3	54082
771	185.199.110.133	443	192.168.1.3	54082
772	185.199.110.133	443	192.168.1.3	54082
773	185.199.110.133	443	192.168.1.3	54082
774	192.168.1.3	54082	185.199.110.133	443
775	185.199.110.133	443	192.168.1.3	54082
776	185.199.110.133	443	192.168.1.3	54082
777	185.199.110.133	443	192.168.1.3	54082
778	185.199.110.133	443	192.168.1.3	54082
779	192.168.1.3	54082	185.199.110.133	443
780	185.199.110.133	443	192.168.1.3	54082
781	185.199.110.133	443	192.168.1.3	54082
782	185.199.110.133	443	192.168.1.3	54082
783	185.199.110.133	443	192.168.1.3	54082
784	185.199.110.133	443	192.168.1.3	54082
785	185.199.110.133	443	192.168.1.3	54082
786	185.199.110.133	443	192.168.1.3	54082
787	185.199.110.133	443	192.168.1.3	54082
788	192.168.1.3	54082	185.199.110.133	443
789	185.199.110.133	443	192.168.1.3	54082
790	185.199.110.133	443	192.168.1.3	54082
791	192.168.1.3	54082	185.199.110.133	443
792	185.199.110.133	443	192.168.1.3	54082
793	185.199.110.133	443	192.168.1.3	54082
794	185.199.110.133	443	192.168.1.3	54082
795	185.199.110.133	443	192.168.1.3	54082
796	185.199.110.133	443	192.168.1.3	54082
797	185.199.110.133	443	192.168.1.3	54082
798	185.199.110.133	443	192.168.1.3	54082
799	192.168.1.3	54082	185.199.110.133	443
800	185.199.110.133	443	192.168.1.3	54082
801	185.199.110.133	443	192.168.1.3	54082
802	185.199.110.133	443	192.168.1.3	54082
803	185.199.110.133	443	192.168.1.3	54082
804	185.199.110.133	443	192.168.1.3	54082
805	185.199.110.133	443	192.168.1.3	54082
806	185.199.110.133	443	192.168.1.3	54082
807	185.199.110.133	443	192.168.1.3	54082
808	192.168.1.3	54082	185.199.110.133	443
809	185.199.110.133	443	192.168.1.3	54082
810	185.199.110.133	443	192.168.1.3	54082
811	185.199.110.133	443	192.168.1.3	54082
812	185.199.110.133	443	192.168.1.3	54082
813	185.199.110.133	443	192.168.1.3	54082
814	185.199.110.133	443	192.168.1.3	54082
815	185.199.110.133	443	192.168.1.3	54082
816	185.199.110.133	443	192.168.1.3	54082
817	185.199.110.133	443	192.168.1.3	54082
818	185.199.110.133	443	192.168.1.3	54082
819	185.199.110.133	443	192.168.1.3	54082
820	192.168.1.3	54082	185.199.110.133	443
821	192.168.1.3	54082	185.199.110.133	443
822	192.168.1.3	54082	185.199.110.133	443
823	192.168.1.3	54082	185.199.110.133	443
824	192.168.1.3	54082	185.199.110.133	443
825	192.168.1.3	54082	185.199.110.133	443
826	192.168.1.3	54082	185.199.110.133	443
827	185.199.110.133	443	192.168.1.3	54082
828	192.168.1.3	54082	185.199.110.133	443
829	185.199.110.133	443	192.168.1.3	54082
830	185.199.110.133	443	192.168.1.3	54082
831	185.199.110.133	443	192.168.1.3	54082
832	185.199.110.133	443	192.168.1.3	54082
833	185.199.110.133	443	192.168.1.3	54082
834	185.199.110.133	443	192.168.1.3	54082
835	192.168.1.3	54082	185.199.110.133	443
836	192.168.1.3	54082	185.199.110.133	443
837	192.168.1.3	54082	185.199.110.133	443
838	192.168.1.3	54082	185.199.110.133	443
839	192.168.1.3	54082	185.199.110.133	443
840	192.168.1.3	54082	185.199.110.133	443
841	185.199.110.133	443	192.168.1.3	54082
842	185.199.110.133	443	192.168.1.3	54082
843	185.199.110.133	443	192.168.1.3	54082
844	185.199.110.133	443	192.168.1.3	54082
845	185.199.110.133	443	192.168.1.3	54082
846	185.199.110.133	443	192.168.1.3	54082
847	185.199.110.133	443	192.168.1.3	54082
848	185.199.110.133	443	192.168.1.3	54082
849	185.199.110.133	443	192.168.1.3	54082
850	185.199.110.133	443	192.168.1.3	54082
851	185.199.110.133	443	192.168.1.3	54082
852	185.199.110.133	443	192.168.1.3	54082
853	185.199.110.133	443	192.168.1.3	54082
854	185.199.110.133	443	192.168.1.3	54082
855	185.199.110.133	443	192.168.1.3	54082
856	185.199.110.133	443	192.168.1.3	54082
857	185.199.110.133	443	192.168.1.3	54082
858	192.168.1.3	54082	185.199.110.133	443
859	192.168.1.3	54082	185.199.110.133	443
860	192.168.1.3	54082	185.199.110.133	443
861	192.168.1.3	54082	185.199.110.133	443
862	192.168.1.3	54082	185.199.110.133	443
863	185.199.110.133	443	192.168.1.3	54082
864	185.199.110.133	443	192.168.1.3	54082
865	185.199.110.133	443	192.168.1.3	54082
866	185.199.110.133	443	192.168.1.3	54082
867	185.199.110.133	443	192.168.1.3	54082
868	192.168.1.3	54082	185.199.110.133	443
869	185.199.110.133	443	192.168.1.3	54082
870	185.199.110.133	443	192.168.1.3	54082
871	185.199.110.133	443	192.168.1.3	54082
872	192.168.1.3	54082	185.199.110.133	443
873	192.168.1.3	54082	185.199.110.133	443
874	192.168.1.3	54082	185.199.110.133	443
875	185.199.110.133	443	192.168.1.3	54082
876	185.199.110.133	443	192.168.1.3	54082
877	192.168.1.3	54082	185.199.110.133	443
878	192.168.1.3	54082	185.199.110.133	443
879	185.199.110.133	443	192.168.1.3	54082
880	185.199.110.133	443	192.168.1.3	54082
881	192.168.1.3	54082	185.199.110.133	443
882	192.168.1.3	54082	185.199.110.133	443
883	185.199.110.133	443	192.168.1.3	54082
884	185.199.110.133	443	192.168.1.3	54082
885	185.199.110.133	443	192.168.1.3	54082
886	192.168.1.3	54082	185.199.110.133	443
887	192.168.1.3	54082	185.199.110.133	443
888	192.168.1.3	54082	185.199.110.133	443
889	185.199.110.133	443	192.168.1.3	54082
890	185.199.110.133	443	192.168.1.3	54082
891	185.199.110.133	443	192.168.1.3	54082
892	192.168.1.3	54082	185.199.110.133	443
893	192.168.1.3	54082	185.199.110.133	443
894	192.168.1.3	54082	185.199.110.133	443
895	185.199.110.133	443	192.168.1.3	54082
896	185.199.110.133	443	192.168.1.3	54082
897	185.199.110.133	443	192.168.1.3	54082
898	192.168.1.3	54082	185.199.110.133	443
899	192.168.1.3	54082	185.199.110.133	443
900	185.199.110.133	443	192.168.1.3	54082
901	185.199.110.133	443	192.168.1.3	54082
902	185.199.110.133	443	192.168.1.3	54082
903	185.199.110.133	443	192.168.1.3	54082
904	192.168.1.3	54082	185.199.110.133	443
905	192.168.1.3	54082	185.199.110.133	443
906	185.199.110.133	443	192.168.1.3	54082
907	185.199.110.133	443	192.168.1.3	54082
908	185.199.110.133	443	192.168.1.3	54082
909	185.199.110.133	443	192.168.1.3	54082
910	185.199.110.133	443	192.168.1.3	54082
911	192.168.1.3	54082	185.199.110.133	443
912	192.168.1.3	54082	185.199.110.133	443
913	185.199.110.133	443	192.168.1.3	54082
914	185.199.110.133	443	192.168.1.3	54082
915	185.199.110.133	443	192.168.1.3	54082
916	185.199.110.133	443	192.168.1.3	54082
917	192.168.1.3	54082	185.199.110.133	443
918	192.168.1.3	54082	185.199.110.133	443
919	185.199.110.133	443	192.168.1.3	54082
920	185.199.110.133	443	192.168.1.3	54082
921	185.199.110.133	443	192.168.1.3	54082
922	185.199.110.133	443	192.168.1.3	54082
923	185.199.110.133	443	192.168.1.3	54082
924	185.199.110.133	443	192.168.1.3	54082
925	185.199.110.133	443	192.168.1.3	54082
926	185.199.110.133	443	192.168.1.3	54082
927	185.199.110.133	443	192.168.1.3	54082
928	185.199.110.133	443	192.168.1.3	54082
929	185.199.110.133	443	192.168.1.3	54082
930	192.168.1.3	54082	185.199.110.133	443
931	192.168.1.3	54082	185.199.110.133	443
932	192.168.1.3	54082	185.199.110.133	443
933	185.199.110.133	443	192.168.1.3	54082
934	185.199.110.133	443	192.168.1.3	54082
935	192.168.1.3	54082	185.199.110.133	443
936	185.199.110.133	443	192.168.1.3	54082
937	185.199.110.133	443	192.168.1.3	54082
938	185.199.110.133	443	192.168.1.3	54082
939	185.199.110.133	443	192.168.1.3	54082
940	185.199.110.133	443	192.168.1.3	54082
941	185.199.110.133	443	192.168.1.3	54082
942	185.199.110.133	443	192.168.1.3	54082
943	185.199.110.133	443	192.168.1.3	54082
944	185.199.110.133	443	192.168.1.3	54082
945	185.199.110.133	443	192.168.1.3	54082
946	185.199.110.133	443	192.168.1.3	54082
947	185.199.110.133	443	192.168.1.3	54082
948	192.168.1.3	54082	185.199.110.133	443
949	192.168.1.3	54082	185.199.110.133	443
950	192.168.1.3	54082	185.199.110.133	443
951	192.168.1.3	54082	185.199.110.133	443
952	192.168.1.3	54082	185.199.110.133	443
953	185.199.110.133	443	192.168.1.3	54082
954	185.199.110.133	443	192.168.1.3	54082
955	185.199.110.133	443	192.168.1.3	54082
956	185.199.110.133	443	192.168.1.3	54082
957	192.168.1.3	54082	185.199.110.133	443
958	185.199.110.133	443	192.168.1.3	54082
959	185.199.110.133	443	192.168.1.3	54082
960	192.168.1.3	54082	185.199.110.133	443
961	185.199.110.133	443	192.168.1.3	54082
962	185.199.110.133	443	192.168.1.3	54082
963	185.199.110.133	443	192.168.1.3	54082
964	185.199.110.133	443	192.168.1.3	54082
965	185.199.110.133	443	192.168.1.3	54082
966	185.199.110.133	443	192.168.1.3	54082
967	185.199.110.133	443	192.168.1.3	54082
968	192.168.1.3	54082	185.199.110.133	443
969	185.199.110.133	443	192.168.1.3	54082
970	185.199.110.133	443	192.168.1.3	54082
971	185.199.110.133	443	192.168.1.3	54082
972	192.168.1.3	54082	185.199.110.133	443
973	192.168.1.3	54082	185.199.110.133	443
974	185.199.110.133	443	192.168.1.3	54082
975	192.168.1.3	54082	185.199.110.133	443
976	185.199.110.133	443	192.168.1.3	54082
977	185.199.110.133	443	192.168.1.3	54082
978	185.199.110.133	443	192.168.1.3	54082
979	185.199.110.133	443	192.168.1.3	54082
980	185.199.110.133	443	192.168.1.3	54082
981	185.199.110.133	443	192.168.1.3	54082
982	185.199.110.133	443	192.168.1.3	54082
983	185.199.110.133	443	192.168.1.3	54082
984	185.199.110.133	443	192.168.1.3	54082
985	185.199.110.133	443	192.168.1.3	54082
986	185.199.110.133	443	192.168.1.3	54082
987	185.199.110.133	443	192.168.1.3	54082
988	185.199.110.133	443	192.168.1.3	54082
989	185.199.110.133	443	192.168.1.3	54082
990	192.168.1.3	54082	185.199.110.133	443
991	192.168.1.3	54082	185.199.110.133	443
992	192.168.1.3	54082	185.199.110.133	443
993	192.168.1.3	54082	185.199.110.133	443
994	192.168.1.3	54082	185.199.110.133	443
995	192.168.1.3	54082	185.199.110.133	443
996	192.168.1.3	54082	185.199.110.133	443
997	192.168.1.3	54082	185.199.110.133	443
998	192.168.1.3	54082	185.199.110.133	443
999	192.168.1.3	54082	185.199.110.133	443
1000	192.168.1.3	54082	185.199.110.133	443
1001	192.168.1.3	54082	185.199.110.133	443
1002	192.168.1.3	54082	185.199.110.133	443
1003	192.168.1.3	54082	185.199.110.133	443
1004	185.199.110.133	443	192.168.1.3	54082
1005	185.199.110.133	443	192.168.1.3	54082
1006	185.199.110.133	443	192.168.1.3	54082
1007	185.199.110.133	443	192.168.1.3	54082
1008	185.199.110.133	443	192.168.1.3	54082
1009	185.199.110.133	443	192.168.1.3	54082
1010	185.199.110.133	443	192.168.1.3	54082
1011	185.199.110.133	443	192.168.1.3	54082
1012	185.199.110.133	443	192.168.1.3	54082
1013	192.168.1.3	54082	185.199.110.133	443
1014	192.168.1.3	54082	185.199.110.133	443
1015	192.168.1.3	54082	185.199.110.133	443
1016	192.168.1.3	54082	185.199.110.133	443
1017	192.168.1.3	54082	185.199.110.133	443
1018	192.168.1.3	54082	185.199.110.133	443
1019	192.168.1.3	54082	185.199.110.133	443
1020	192.168.1.3	54082	185.199.110.133	443
1021	192.168.1.3	54082	185.199.110.133	443
1022	185.199.110.133	443	192.168.1.3	54082
1023	185.199.110.133	443	192.168.1.3	54082
1024	185.199.110.133	443	192.168.1.3	54082
1025	185.199.110.133	443	192.168.1.3	54082
1026	185.199.110.133	443	192.168.1.3	54082
1027	185.199.110.133	443	192.168.1.3	54082
1028	185.199.110.133	443	192.168.1.3	54082
1029	185.199.110.133	443	192.168.1.3	54082
1030	185.199.110.133	443	192.168.1.3	54082
1031	192.168.1.3	54082	185.199.110.133	443
1032	192.168.1.3	54082	185.199.110.133	443
1033	192.168.1.3	54082	185.199.110.133	443
1034	192.168.1.3	54082	185.199.110.133	443
1035	192.168.1.3	54082	185.199.110.133	443
1036	192.168.1.3	54082	185.199.110.133	443
1037	192.168.1.3	54082	185.199.110.133	443
1038	192.168.1.3	54082	185.199.110.133	443
1039	192.168.1.3	54082	185.199.110.133	443
1040	185.199.110.133	443	192.168.1.3	54082
1041	185.199.110.133	443	192.168.1.3	54082
1042	185.199.110.133	443	192.168.1.3	54082
1043	185.199.110.133	443	192.168.1.3	54082
1044	185.199.110.133	443	192.168.1.3	54082
1045	185.199.110.133	443	192.168.1.3	54082
1046	185.199.110.133	443	192.168.1.3	54082
1047	185.199.110.133	443	192.168.1.3	54082
1048	192.168.1.3	54082	185.199.110.133	443
1049	192.168.1.3	54082	185.199.110.133	443
1050	192.168.1.3	54082	185.199.110.133	443
1051	192.168.1.3	54082	185.199.110.133	443
1052	192.168.1.3	54082	185.199.110.133	443
1053	192.168.1.3	54082	185.199.110.133	443
1054	192.168.1.3	54082	185.199.110.133	443
1055	192.168.1.3	54082	185.199.110.133	443
1056	185.199.110.133	443	192.168.1.3	54082
1057	185.199.110.133	443	192.168.1.3	54082
1058	192.168.1.3	54082	185.199.110.133	443
1059	192.168.1.3	54082	185.199.110.133	443
1060	185.199.110.133	443	192.168.1.3	54082
1061	185.199.110.133	443	192.168.1.3	54082
1062	192.168.1.3	54082	185.199.110.133	443
1063	192.168.1.3	54082	185.199.110.133	443
1064	185.199.110.133	443	192.168.1.3	54082
1065	185.199.110.133	443	192.168.1.3	54082
1066	185.199.110.133	443	192.168.1.3	54082
1067	185.199.110.133	443	192.168.1.3	54082
1068	185.199.110.133	443	192.168.1.3	54082
1069	185.199.110.133	443	192.168.1.3	54082
1070	192.168.1.3	54082	185.199.110.133	443
1071	192.168.1.3	54082	185.199.110.133	443
1072	192.168.1.3	54082	185.199.110.133	443
1073	192.168.1.3	54082	185.199.110.133	443
1074	192.168.1.3	54082	185.199.110.133	443
1075	192.168.1.3	54082	185.199.110.133	443
1076	185.199.110.133	443	192.168.1.3	54082
1077	185.199.110.133	443	192.168.1.3	54082
1078	185.199.110.133	443	192.168.1.3	54082
1079	192.168.1.3	54082	185.199.110.133	443
1080	192.168.1.3	54082	185.199.110.133	443
1081	192.168.1.3	54082	185.199.110.133	443
1082	185.199.110.133	443	192.168.1.3	54082
1083	185.199.110.133	443	192.168.1.3	54082
1084	192.168.1.3	54082	185.199.110.133	443
1085	192.168.1.3	54082	185.199.110.133	443
1086	185.199.110.133	443	192.168.1.3	54082
1087	185.199.110.133	443	192.168.1.3	54082
1088	185.199.110.133	443	192.168.1.3	54082
1089	185.199.110.133	443	192.168.1.3	54082
1090	185.199.110.133	443	192.168.1.3	54082
1091	192.168.1.3	54082	185.199.110.133	443
1092	192.168.1.3	54082	185.199.110.133	443
1093	192.168.1.3	54082	185.199.110.133	443
1094	192.168.1.3	54082	185.199.110.133	443
1095	192.168.1.3	54082	185.199.110.133	443
1096	185.199.110.133	443	192.168.1.3	54082
1097	185.199.110.133	443	192.168.1.3	54082
1098	185.199.110.133	443	192.168.1.3	54082
1099	185.199.110.133	443	192.168.1.3	54082
1100	185.199.110.133	443	192.168.1.3	54082
1101	192.168.1.3	54082	185.199.110.133	443
1102	192.168.1.3	54082	185.199.110.133	443
1103	192.168.1.3	54082	185.199.110.133	443
1104	192.168.1.3	54082	185.199.110.133	443
1105	192.168.1.3	54082	185.199.110.133	443
1106	185.199.110.133	443	192.168.1.3	54082
1107	185.199.110.133	443	192.168.1.3	54082
1108	185.199.110.133	443	192.168.1.3	54082
1109	185.199.110.133	443	192.168.1.3	54082
1110	185.199.110.133	443	192.168.1.3	54082
1111	192.168.1.3	54082	185.199.110.133	443
1112	192.168.1.3	54082	185.199.110.133	443
1113	192.168.1.3	54082	185.199.110.133	443
1114	192.168.1.3	54082	185.199.110.133	443
1115	192.168.1.3	54082	185.199.110.133	443
1116	185.199.110.133	443	192.168.1.3	54082
1117	185.199.110.133	443	192.168.1.3	54082
1118	185.199.110.133	443	192.168.1.3	54082
1119	185.199.110.133	443	192.168.1.3	54082
1120	192.168.1.3	54082	185.199.110.133	443
1121	192.168.1.3	54082	185.199.110.133	443
1122	192.168.1.3	54082	185.199.110.133	443
1123	192.168.1.3	54082	185.199.110.133	443
1124	185.199.110.133	443	192.168.1.3	54082
1125	185.199.110.133	443	192.168.1.3	54082
1126	185.199.110.133	443	192.168.1.3	54082
1127	185.199.110.133	443	192.168.1.3	54082
1128	185.199.110.133	443	192.168.1.3	54082
1129	192.168.1.3	54082	185.199.110.133	443
1130	192.168.1.3	54082	185.199.110.133	443
1131	192.168.1.3	54082	185.199.110.133	443
1132	192.168.1.3	54082	185.199.110.133	443
1133	192.168.1.3	54082	185.199.110.133	443
1134	185.199.110.133	443	192.168.1.3	54082
1135	185.199.110.133	443	192.168.1.3	54082
1136	192.168.1.3	54082	185.199.110.133	443
1137	192.168.1.3	54082	185.199.110.133	443
1138	185.199.110.133	443	192.168.1.3	54082
1139	192.168.1.3	54082	185.199.110.133	443
1140	185.199.110.133	443	192.168.1.3	54082
1141	185.199.110.133	443	192.168.1.3	54082
1142	185.199.110.133	443	192.168.1.3	54082
1143	185.199.110.133	443	192.168.1.3	54082
1144	185.199.110.133	443	192.168.1.3	54082
1145	185.199.110.133	443	192.168.1.3	54082
1146	185.199.110.133	443	192.168.1.3	54082
1147	185.199.110.133	443	192.168.1.3	54082
1148	185.199.110.133	443	192.168.1.3	54082
1149	185.199.110.133	443	192.168.1.3	54082
1150	185.199.110.133	443	192.168.1.3	54082
1151	185.199.110.133	443	192.168.1.3	54082
1152	185.199.110.133	443	192.168.1.3	54082
1153	185.199.110.133	443	192.168.1.3	54082
1154	185.199.110.133	443	192.168.1.3	54082
1155	185.199.110.133	443	192.168.1.3	54082
1156	185.199.110.133	443	192.168.1.3	54082
1157	192.168.1.3	54082	185.199.110.133	443
1158	192.168.1.3	54082	185.199.110.133	443
1159	192.168.1.3	54082	185.199.110.133	443
1160	192.168.1.3	54082	185.199.110.133	443
1161	192.168.1.3	54082	185.199.110.133	443
1162	192.168.1.3	54082	185.199.110.133	443
1163	192.168.1.3	54082	185.199.110.133	443
1164	192.168.1.3	54082	185.199.110.133	443
1165	192.168.1.3	54082	185.199.110.133	443
1166	192.168.1.3	54082	185.199.110.133	443
1167	192.168.1.3	54082	185.199.110.133	443
1168	192.168.1.3	54082	185.199.110.133	443
1169	192.168.1.3	54082	185.199.110.133	443
1170	192.168.1.3	54082	185.199.110.133	443
1171	192.168.1.3	54082	185.199.110.133	443
1172	192.168.1.3	54082	185.199.110.133	443
1173	192.168.1.3	54082	185.199.110.133	443
1174	185.199.110.133	443	192.168.1.3	54082
1175	185.199.110.133	443	192.168.1.3	54082
1176	185.199.110.133	443	192.168.1.3	54082
1177	185.199.110.133	443	192.168.1.3	54082
1178	185.199.110.133	443	192.168.1.3	54082
1179	185.199.110.133	443	192.168.1.3	54082
1180	192.168.1.3	54082	185.199.110.133	443
1181	192.168.1.3	54082	185.199.110.133	443
1182	192.168.1.3	54082	185.199.110.133	443
1183	192.168.1.3	54082	185.199.110.133	443
1184	192.168.1.3	54082	185.199.110.133	443
1185	192.168.1.3	54082	185.199.110.133	443
1186	185.199.110.133	443	192.168.1.3	54082
1187	185.199.110.133	443	192.168.1.3	54082
1188	192.168.1.3	54082	185.199.110.133	443
1189	192.168.1.3	54082	185.199.110.133	443
1190	185.199.110.133	443	192.168.1.3	54082
1191	185.199.110.133	443	192.168.1.3	54082
1192	185.199.110.133	443	192.168.1.3	54082
1193	185.199.110.133	443	192.168.1.3	54082
1194	185.199.110.133	443	192.168.1.3	54082
1195	192.168.1.3	54082	185.199.110.133	443
1196	192.168.1.3	54082	185.199.110.133	443
1197	192.168.1.3	54082	185.199.110.133	443
1198	192.168.1.3	54082	185.199.110.133	443
1199	192.168.1.3	54082	185.199.110.133	443
1200	185.199.110.133	443	192.168.1.3	54082
1201	185.199.110.133	443	192.168.1.3	54082
1202	185.199.110.133	443	192.168.1.3	54082
1203	185.199.110.133	443	192.168.1.3	54082
1204	185.199.110.133	443	192.168.1.3	54082
1205	185.199.110.133	443	192.168.1.3	54082
1206	185.199.110.133	443	192.168.1.3	54082
1207	185.199.110.133	443	192.168.1.3	54082
